sp,seed_source,id,trt,block,seedling,date_1,month_1,ht_1,rcd_1,notes_1,date_2,month_2,ht_2,rcd_2,root_2,shoot_2,rootshoot_2,notes_2,date_3,month_3,ht_3,rcd_3,root_3,shoot_3,rootshoot_3,mdwp_3,pdwp_3,notes_3,date_4,month_4,ht_4,rcd_4,root_4,shoot_4,rootshoot_4,mdwp_4,pdwp_4,100mdwp_4,100pdwp_4,notes_4,date_5,month_5,ht_5,rcd_5,notes_5
pimo,pimo,x,d,9,7,5/15/2022,May,4.5,2,,,,,,,,,,,,,,,,,,,,12/8/2022,December,12.8,4.82,11.288,12.433,0.907906378,,-1.08,-0.82,-0.79,,12/12/2022,December,x,x,
pimo,pimo,1463,d,9,8,5/15/2022,May,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.7,6.6,
pimo,pimo,1464,d,9,9,5/15/2022,May,5.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,14.6,6.4,
pimo,pimo,1465,d,9,10,5/15/2022,May,6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.2,4.7,
pimo,pimo,1466,d,9,11,5/15/2022,May,5.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11.3,5.9,
pimo,pimo,1467,d,9,12,5/15/2022,May,6.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.9,6.9,
pimo,pimo,1468,d,9,13,5/15/2022,May,5.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,12.4,5.3,
pimo,pimo,1469,d,9,14,5/15/2022,May,7.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.3,5.9,Multiple leaders
pimo,pimo,1470,d,9,15,5/15/2022,May,6.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.1,5.7,
pimo,pimo,1471,d,9,16,5/15/2022,May,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.1,5.8,
pimo,pimo,x,d,10,1,5/15/2022,May,6,2,,6/24/2022,June,12.5,3,7.914,8.64,0.915972222,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pimo,pimo,1472,d,10,2,5/15/2022,May,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11.8,5.08,
pimo,pimo,1473,d,10,3,5/15/2022,May,4.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.7,5.07,
pimo,pimo,1474,d,10,4,5/15/2022,May,4.9,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,13.7,4.98,
pimo,pimo,1475,d,10,5,5/15/2022,May,6.7,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.3,6.01,
pimo,pimo,1476,d,10,6,5/15/2022,May,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17,5.59,
pimo,pimo,x,d,10,7,5/15/2022,May,7,3,,6/24/2022,June,17.4,4,8.312,9.565,0.869001568,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pimo,pimo,1477,d,10,8,5/15/2022,May,9.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20,5.83,
pimo,pimo,1478,d,10,9,5/15/2022,May,6.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,12.7,5.21,
pimo,pimo,1479,d,10,10,5/15/2022,May,4.7,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,12,5.48,
pimo,pimo,1480,d,10,11,5/15/2022,May,4.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.4,5.32,
pimo,pimo,1481,d,10,12,5/15/2022,May,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,16,6,
pimo,pimo,1482,d,10,13,5/15/2022,May,7.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,16.4,5.59,
pimo,pimo,1483,d,10,14,5/15/2022,May,7.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,10.5,4.77,
pimo,pimo,1484,d,10,15,5/15/2022,May,6.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,12.8,4.88,
pimo,pimo,1485,d,10,16,5/15/2022,May,7.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23.2,6.58,
pimo,pimo,1486,d,11,1,5/15/2022,May,8.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.6,7.1,
pimo,pimo,1487,d,11,2,5/15/2022,May,6.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,16.7,6.2,
pimo,pimo,1488,d,11,3,5/15/2022,May,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.1,5.4,
pimo,pimo,1489,d,11,4,5/15/2022,May,6.7,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.2,6.6,
pimo,pimo,1490,d,11,5,5/15/2022,May,7.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,16.2,5.9,
pimo,pimo,x,d,11,6,5/15/2022,May,8.1,3.5,,,,,,,,,,9/7/2022,Aug/Sept,17.9,6.76,13.705,16.227,0.844580021,-1.6,-0.58,,,,,,,,,,,,,,12/12/2022,December,x,x,
pimo,pimo,1491,d,11,7,5/15/2022,May,5.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.5,5.8,
pimo,pimo,1492,d,11,8,5/15/2022,May,7.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,12.7,6.5,
pimo,pimo,1493,d,11,9,5/15/2022,May,5.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.5,5.1,
pimo,pimo,x,d,11,10,5/15/2022,May,7.2,3,,,,,,,,,,,,,,,,,,,,12/8/2022,December,17.1,6.21,19.508,16.726,1.166327873,,-1.25,-0.72,-0.93,,12/12/2022,December,x,x,
pimo,pimo,1494,d,11,11,5/15/2022,May,6.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.6,4.8,
pimo,pimo,1495,d,11,12,5/15/2022,May,7.8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.6,6.3,
pimo,pimo,1496,d,11,13,5/15/2022,May,9.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.8,6.1,
pimo,pimo,1497,d,11,14,5/15/2022,May,7.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,13.9,5.5,
pimo,pimo,1498,d,11,15,5/15/2022,May,6.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.6,5.7,
pimo,pimo,1499,d,11,16,5/15/2022,May,6.8,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.7,5.4,
pimo,pimo,1500,d,12,1,5/15/2022,May,3.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,10.5,4.8,
pimo,pimo,x,d,12,2,5/15/2022,May,5.6,4,,6/24/2022,June,9.6,3,7.836,9.282,0.844214609,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pimo,pimo,1501,d,12,3,5/15/2022,May,8.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.4,5.61,
pimo,pimo,1502,d,12,4,5/15/2022,May,6.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11.2,5.32,
pimo,pimo,x,d,12,5,5/15/2022,May,6.9,3,,,,,,,,,,9/7/2022,Aug/Sept,16.1,5.62,11.885,13.877,0.856453124,-1.08,-0.37,,,,,,,,,,,,,,12/12/2022,December,x,x,
pimo,pimo,1503,d,12,6,5/15/2022,May,8.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.1,5.13,
pimo,pimo,1504,d,12,7,5/15/2022,May,5.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.9,5.35,2 leaders
pimo,pimo,1505,d,12,8,5/15/2022,May,11.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.9,5.78,
pimo,pimo,1506,d,12,9,5/15/2022,May,8.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,16.6,5.39,
pimo,pimo,1507,d,12,10,5/15/2022,May,5.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,13.4,5.49,Multiple leaders
pimo,pimo,1508,d,12,11,5/15/2022,May,5.1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,16.5,5.96,
pimo,pimo,1509,d,12,12,5/15/2022,May,6.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.2,5.9,
pimo,pimo,1510,d,12,13,5/15/2022,May,8.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,8.7,4.66,
pimo,pimo,1511,d,12,14,5/15/2022,May,5.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11.8,5.15,
pimo,pimo,1512,d,12,15,5/15/2022,May,4.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.6,5.96,
pimo,pimo,1513,d,12,16,5/15/2022,May,5.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,13.5,5.65,
pipo,pipo,x,c,1,1,5/15/2022,May,17.2,4,,6/24/2022,June,23.5,5,9.286,11.178,0.830738952,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.6,6.75,
pipo,pipo,171,c,1,2,5/15/2022,May,12.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,172,c,1,3,5/15/2022,May,9.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,16.9,7.11,
pipo,pipo,173,c,1,4,5/15/2022,May,13.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.3,7.51,
pipo,pipo,174,c,1,5,5/15/2022,May,17.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.2,7.71,
pipo,pipo,x,c,1,6,5/15/2022,May,12.2,4,,6/24/2022,June,16.1,5.5,9.483,11.242,0.843533179,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,175,c,1,7,5/15/2022,May,13.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29,9.82,
pipo,pipo,176,c,1,8,5/15/2022,May,13.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.4,6.7,
pipo,pipo,177,c,1,9,5/15/2022,May,15.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.1,8.78,
pipo,pipo,178,c,1,10,5/15/2022,May,13.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.4,8.38,
pipo,pipo,x,c,1,11,5/15/2022,May,11.1,4,,6/24/2022,June,15,4.5,9.257,11.093,0.834490219,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,179,c,1,12,5/15/2022,May,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.8,7.27,
pipo,pipo,180,c,1,13,5/15/2022,May,13,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.6,9.02,
pipo,pipo,181,c,1,14,5/15/2022,May,11.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.5,9.17,
pipo,pipo,182,c,1,15,5/15/2022,May,13.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.3,7.52,
pipo,pipo,183,c,1,16,5/15/2022,May,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.9,8.65,
pipo,pipo,x,c,2,1,5/15/2022,May,14.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,184,c,2,2,5/15/2022,May,17.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30,7.77,
pipo,pipo,185,c,2,3,5/15/2022,May,14.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.4,10.09,
pipo,pipo,186,c,2,4,5/15/2022,May,17.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26,9.58,
pipo,pipo,187,c,2,5,5/15/2022,May,13.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.1,8.18,
pipo,pipo,188,c,2,6,5/15/2022,May,16.9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,33.5,9.19,
pipo,pipo,x,c,2,7,5/15/2022,May,13,3,,,,,,,,,,,,,,,,,,,,12/8/2022,December,20.7,5.38,8.989,15.854,0.56698625,-1.35,-1.02,,-1.02,,12/12/2022,December,x,x,
pipo,pipo,189,c,2,8,5/15/2022,May,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,33.9,9.68,
pipo,pipo,190,c,2,9,5/15/2022,May,11.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23,7.4,
pipo,pipo,x,c,2,10,5/15/2022,May,8,3.5,,6/24/2022,June,9.3,4,8.049,9.831,0.818736649,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,191,c,2,11,5/15/2022,May,16.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.9,7.67,
pipo,pipo,192,c,2,12,5/15/2022,May,9.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.5,5.57,
pipo,pipo,193,c,2,13,5/15/2022,May,10.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.2,6.44,
pipo,pipo,194,c,2,14,5/15/2022,May,13.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29,7.74,
pipo,pipo,195,c,2,15,5/15/2022,May,15.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32.6,10.37,
pipo,pipo,196,c,2,16,5/15/2022,May,11.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.5,8.45,
pipo,pipo,197,c,3,1,5/15/2022,May,13.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.6,7.48,
pipo,pipo,x,c,3,2,5/15/2022,May,16.1,3.5,,,,,,,,,,8/29/2022,Aug/Sept,24.5,6.88,12.57,15.607,0.80540783,-0.129,-0.21,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,198,c,3,3,5/15/2022,May,16.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,35.1,8.71,
pipo,pipo,199,c,3,4,5/15/2022,May,13.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30,8.52,
pipo,pipo,200,c,3,5,5/15/2022,May,14.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.8,9.24,
pipo,pipo,201,c,3,6,5/15/2022,May,12.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.2,6.2,
pipo,pipo,202,c,3,7,5/15/2022,May,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.3,7.79,
pipo,pipo,203,c,3,8,5/15/2022,May,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23.8,7.65,
pipo,pipo,x,c,3,9,5/15/2022,May,16,3.5,,,,,,,,,,,,,,,,,,,,12/8/2022,December,25.7,5.76,13.195,14.955,0.882313607,-1.35,-1.02,,-1.2,,12/12/2022,December,x,x,
pipo,pipo,204,c,3,10,5/15/2022,May,18.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,36.1,9.34,
pipo,pipo,205,c,3,11,5/15/2022,May,18,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.5,8.67,
pipo,pipo,206,c,3,12,5/15/2022,May,16.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32.2,7.97,
pipo,pipo,207,c,3,13,5/15/2022,May,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.9,7.86,
pipo,pipo,208,c,3,14,5/15/2022,May,14.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.1,6.46,
pipo,pipo,209,c,3,15,5/15/2022,May,17.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.3,8.99,
pipo,pipo,210,c,3,16,5/15/2022,May,17.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.2,9.26,
pipo,pipo,211,c,4,1,5/15/2022,May,14.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.5,7.63,
pipo,pipo,212,c,4,2,5/15/2022,May,11.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.9,6.98,
pipo,pipo,213,c,4,3,5/15/2022,May,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32.1,9.31,
pipo,pipo,214,c,4,4,5/15/2022,May,18.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,37.6,10.41,
pipo,pipo,215,c,4,5,5/15/2022,May,14.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.6,10.26,
pipo,pipo,216,c,4,6,5/15/2022,May,14.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.2,8.82,
pipo,pipo,217,c,4,7,5/15/2022,May,11.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.3,7.95,
pipo,pipo,218,c,4,8,5/15/2022,May,13.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,33.1,9.8,
pipo,pipo,219,c,4,9,5/15/2022,May,13.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23.8,7.21,
pipo,pipo,220,c,4,10,5/15/2022,May,12.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,35.1,8.25,
pipo,pipo,221,c,4,11,5/15/2022,May,14,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32.6,7.51,
pipo,pipo,222,c,4,12,5/15/2022,May,19.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,35,9.13,
pipo,pipo,x,c,4,13,5/15/2022,May,15.1,3,,,,,,,,,,,,,,,,,,,,12/8/2022,December,25.7,6.56,8.903,20.429,0.435802046,-0.96,-0.5,,-0.99,100% were taken a month or so later ,12/12/2022,December,x,x,
pipo,pipo,x,c,4,14,5/15/2022,May,17.2,3.5,,,,,,,,,,8/29/2022,Aug/Sept,34.5,7.05,12.442,19.795,0.628542561,-1.15,-0.21,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,223,c,4,15,5/15/2022,May,15.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,36.1,9.91,
pipo,pipo,224,c,4,16,5/15/2022,May,11.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.6,8.03,
pipo,pipo,225,c,5,1,5/15/2022,May,15.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.2,9.07,
pipo,pipo,226,c,5,2,5/15/2022,May,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,41.3,10,
pipo,pipo,x,c,5,3,5/15/2022,May,13.9,3,,,,,,,,,,8/29/2022,Aug/Sept,25,8.57,15.697,20.074,0.78195676,-1.19,-0.14,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,227,c,5,4,5/15/2022,May,10.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.5,8.36,
pipo,pipo,228,c,5,5,5/15/2022,May,11.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.8,6.59,
pipo,pipo,229,c,5,6,5/15/2022,May,12.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29,6.94,
pipo,pipo,230,c,5,7,5/15/2022,May,16.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,39.3,8.88,
pipo,pipo,231,c,5,8,5/15/2022,May,15.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.7,7.38,
pipo,pipo,232,c,5,9,5/15/2022,May,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.5,7.32,
pipo,pipo,233,c,5,10,5/15/2022,May,10.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.8,8.24,
pipo,pipo,234,c,5,11,5/15/2022,May,12.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.8,7.73,
pipo,pipo,235,c,5,12,5/15/2022,May,9.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.9,6.28,
pipo,pipo,236,c,5,13,5/15/2022,May,16.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32,8.65,
pipo,pipo,237,c,5,14,5/15/2022,May,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.1,8.63,
pipo,pipo,238,c,5,15,5/15/2022,May,12.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.6,7.84,
pipo,pipo,x,c,5,16,5/15/2022,May,15.4,3,,,,,,,,,,,,,,,,,,,,12/8/2022,December,36.5,9.03,20.95,24.503,0.854997347,-1.38,-0.68,,-0.92,,12/12/2022,December,x,x,
pipo,pipo,239,c,6,1,5/15/2022,May,16.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.6,7.91,
pipo,pipo,240,c,6,2,5/15/2022,May,15.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.5,6.84,
pipo,pipo,241,c,6,3,5/15/2022,May,15.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26,6.08,
pipo,pipo,242,c,6,4,5/15/2022,May,13.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30,6.93,
pipo,pipo,243,c,6,5,5/15/2022,May,18.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22,7.98,
pipo,pipo,244,c,6,6,5/15/2022,May,16.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.4,8.99,
pipo,pipo,245,c,6,7,5/15/2022,May,16.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.6,8.29,
pipo,pipo,246,c,6,8,5/15/2022,May,13.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,33.6,9.41,
pipo,pipo,247,c,6,9,5/15/2022,May,16.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.9,7.48,
pipo,pipo,248,c,6,10,5/15/2022,May,14.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23,5.62,
pipo,pipo,249,c,6,11,5/15/2022,May,16.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.1,7.38,
pipo,pipo,250,c,6,12,5/15/2022,May,13.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.2,6.85,
pipo,pipo,251,c,6,13,5/15/2022,May,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,36.9,9.49,
pipo,pipo,252,c,6,14,5/15/2022,May,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.6,6.64,
pipo,pipo,x,c,6,15,5/15/2022,May,16.2,3,,,,,,,,,,8/29/2022,Aug/Sept,30,8.3,13.363,20.901,0.6393474,-1.23,-0.03,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,253,c,6,16,5/15/2022,May,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.9,9.58,
pipo,pipo,254,c,7,1,5/15/2022,May,13.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.8,7.24,
pipo,pipo,255,c,7,2,5/15/2022,May,16.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32.5,7.73,
pipo,pipo,256,c,7,3,5/15/2022,May,19.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.6,7.74,
pipo,pipo,257,c,7,4,5/15/2022,May,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.7,9.21,
pipo,pipo,258,c,7,5,5/15/2022,May,16.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.6,7.74,
pipo,pipo,259,c,7,6,5/15/2022,May,16,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29,7.86,
pipo,pipo,260,c,7,7,5/15/2022,May,15.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.6,7.51,
pipo,pipo,261,c,7,8,5/15/2022,May,16.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.9,7.84,
pipo,pipo,262,c,7,9,5/15/2022,May,10.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,14.8,5.09,
pipo,pipo,x,c,7,10,5/15/2022,May,15.4,6,,,,,,,,,,,,,,,,,,,,12/8/2022,December,31.8,7.5,14.669,21.391,0.685755692,-1.55,-1.38,,-1.15,,12/12/2022,December,x,x,
